Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Power_Supply_Type,Interlocking_Type,Communication_Link_Status,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Section_Traffic_Density,Corridor_Criticality,Available_Block_Window_Hours,Overlapping_TRD_Request,Overlapping_Engineering_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Hours,Block_Conflict_Type,Joint_Block_Recommendation,Priority_Score,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
SMMS00066,PXYFO-AHF,PXYFO,AHF,70.27,Eastern Railway,Sealdah,Point Machine,Point Machine Failure,Medium,Datalogger Analysis,DC,EI,Normal,14-09-2025,05-09-2026,05-09-2026,08-09-2026,7.9,8.1,60,11.4,14-08-2026,15,4,3,Trunk,13.39,False,False,26.6,This Month,Monthly,8.1,Same_Division_Overlap,No,53.7,7.9,60.9,0.8
SMMS00067,NV-YR,NV,YR,95.77,Northern Railway,Lucknow,Point Machine,Locking Fault,High,Preventive Test,IPS (Integrated Power Supply),SSI,Degraded,01-03-2026,08-09-2026,08-09-2026,10-09-2026,8.4,8.6,30,18.3,23-08-2025,30,3,6,Trunk,11.7,False,True,70.5,This Week,Weekly,8.6,No_Overlap,Yes,59.5,8.4,70.8,0.72
SMMS00068,CQF-ZTHJE,CQF,ZTHJE,33.08,Western Railway,Rajkot,Relay Interlocking,Cable Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Down,08-09-2025,09-09-2026,10-09-2026,13-09-2026,9.8,7.9,60,14.2,26-06-2026,15,0,24,Trunk,4.55,False,False,34.7,This Week,Weekly,7.9,No_Overlap,No,59.4,9.8,60.6,0.8
SMMS00069,SLON-GFJ,SLON,GFJ,18.47,Southern Railway,Palakkad,Block Instrument,Communication Loss,Critical,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,25-03-2026,11-09-2026,11-09-2026,12-09-2026,6.3,7.0,10,3.6,06-08-2026,180,0,3,Branch,12.04,True,False,65.4,Immediate,Weekly,7.0,No_Overlap,Yes,50.1,6.3,53.4,0.79
SMMS00070,LKPRF-RO,LKPRF,RO,114.9,South Eastern Railway,Ranchi,Level Crossing Interlocking,LC Gate Interlocking Fault,Medium,Datalogger Analysis,AC (25kV Signalling),PI,Normal,13-07-2025,13-09-2026,14-09-2026,17-09-2026,4.2,3.6,60,17.9,14-11-2025,15,3,5,Trunk,17.56,True,True,79.3,This Month,Monthly,3.6,No_Overlap,Yes,52.2,4.2,53.5,0.8
SMMS00071,FRLW-IMQV,FRLW,IMQV,8.59,South Eastern Railway,Chakradharpur,Point Machine,Point Machine Failure,Critical,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,01-09-2026,10-09-2026,11-09-2026,12-09-2026,9.9,8.4,0,10.6,01-02-2026,15,5,3,Trunk,5.41,False,False,49.4,Immediate,Weekly,8.4,No_Overlap,No,53.3,9.9,65.7,0.97
SMMS00072,INIPV-MFKHV,INIPV,MFKHV,18.09,Southern Railway,Salem,Axle Counter,Reset Failure,High,Visual Inspection,AC (25kV Signalling),EI,Normal,15-09-2025,13-09-2026,14-09-2026,16-09-2026,9.3,7.6,30,16.3,02-02-2026,90,1,10,Trunk,1.09,False,False,40.5,This Month,Monthly,7.6,No_Overlap,No,52.9,9.3,40.6,0.65
SMMS00073,JKTJ-ZXJG,JKTJ,ZXJG,3.88,Southern Railway,Palakkad,Point Machine,Point Machine Failure,Critical,Visual Inspection,AC (25kV Signalling),RRI,Normal,29-07-2026,13-09-2026,13-09-2026,14-09-2026,4.9,6.7,10,10.4,04-03-2026,180,1,14,Branch,6.69,False,False,55.1,Immediate,Weekly,6.7,No_Overlap,No,51.8,4.9,55.2,0.64
SMMS00074,XTBEW-XLQC,XTBEW,XLQC,13.15,Western Railway,Rajkot,Point Machine,Locking Fault,Medium,Visual Inspection,IPS (Integrated Power Supply),EI,Normal,04-03-2026,13-09-2026,13-09-2026,16-09-2026,6.8,8.0,60,12.4,22-05-2026,90,0,18,Branch,13.46,False,False,40.8,This Month,Monthly,8.0,Same_Division_Overlap,No,53.1,6.8,61.1,0.55
SMMS00075,LS-PLXQI,LS,PLXQI,115.79,Eastern Railway,Malda,Relay Interlocking,Interlocking Logic Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Degraded,03-12-2025,07-09-2026,07-09-2026,10-09-2026,6.6,7.0,60,19.9,08-10-2025,180,3,7,Trunk,8.06,False,False,28.4,This Week,Weekly,7.0,No_Overlap,No,58.4,6.6,60.8,0.84
SMMS00076,XD-JEGZ,XD,JEGZ,113.87,Southern Railway,Palakkad,Relay Interlocking,Relay Contact Failure,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,29-03-2026,04-09-2026,04-09-2026,07-09-2026,4.6,5.1,60,18.9,26-05-2026,90,1,15,Branch,17.73,True,True,78.5,This Week,Weekly,5.1,No_Overlap,Yes,55.8,4.6,57.6,0.71
SMMS00077,OM-LPSFF,OM,LPSFF,43.39,Southern Railway,Salem,Signal Cable/Data Logger,Power Supply Fault,High,Signal Failure Alarm,DC,PI,Normal,08-09-2025,16-09-2026,16-09-2026,18-09-2026,7.6,9.3,30,16.4,26-08-2026,30,4,11,Branch,12.59,False,False,29.2,This Month,Monthly,9.3,No_Overlap,No,51.8,7.6,50.0,0.84
SMMS00078,VHHK-OYDIQ,VHHK,OYDIQ,66.06,South Central Railway,Nanded,Point Machine,Point Machine Failure,Low,Preventive Test,IPS (Integrated Power Supply),EI,Normal,03-07-2026,14-09-2026,15-09-2026,20-09-2026,3.9,3.6,16,21.9,03-08-2025,30,2,6,Branch,8.14,True,True,71.7,Programmed,Monthly,3.6,No_Overlap,Yes,34.5,3.9,36.7,0.8
SMMS00079,EFGOC-DSO,EFGOC,DSO,117.29,Central Railway,Pune,Point Machine,Locking Fault,Medium,Signal Failure Alarm,DC,RRI,Normal,14-06-2026,15-09-2026,16-09-2026,19-09-2026,9.6,7.5,59,18.2,01-10-2025,30,4,21,Branch,10.36,True,False,55.0,This Week,Weekly,7.5,No_Overlap,Yes,55.3,9.6,49.7,0.87
SMMS00080,AUWX-LUSP,AUWX,LUSP,6.61,Southern Railway,Salem,Point Machine,Switch Blade Misalignment,High,Signal Failure Alarm,IPS (Integrated Power Supply),EI,Normal,30-06-2026,10-09-2026,11-09-2026,13-09-2026,4.2,3.7,30,21.0,10-08-2025,90,3,17,Branch,2.17,False,False,41.3,This Week,Weekly,3.7,No_Overlap,No,58.9,4.2,66.8,0.79
SMMS00081,BI-QC,BI,QC,104.7,Central Railway,Bhusawal,Track Circuit,Track Circuit Failure,Medium,Signal Failure Alarm,IPS (Integrated Power Supply),EI,Normal,28-04-2026,03-09-2026,03-09-2026,06-09-2026,4.9,6.1,60,15.8,11-01-2026,15,2,1,Trunk,16.87,False,False,40.9,This Month,Monthly,6.1,No_Overlap,No,53.8,4.9,53.9,0.85
SMMS00082,HEV-YTA,HEV,YTA,60.34,Northern Railway,Ambala,Electronic Interlocking,EI Card Failure,Medium,Datalogger Analysis,DC,SSI,Normal,24-05-2026,14-09-2026,14-09-2026,17-09-2026,4.2,4.6,60,12.5,03-12-2025,90,0,21,Branch,13.91,False,True,54.2,This Month,Monthly,4.6,Cross_Division_Overlap,No,44.8,4.2,46.0,0.62
SMMS00083,FHCIJ-OY,FHCIJ,OY,107.84,Eastern Railway,Howrah,Signal Cable/Data Logger,Power Supply Fault,Low,Datalogger Analysis,AC (25kV Signalling),PI,Degraded,24-04-2026,08-09-2026,08-09-2026,13-09-2026,3.4,3.9,86,24.2,01-03-2026,90,2,12,Trunk,13.38,False,False,29.4,This Week,Weekly,3.9,No_Overlap,No,57.4,3.4,46.6,0.85
SMMS00084,PEKA-DIWE,PEKA,DIWE,60.41,Central Railway,Pune,Relay Interlocking,Relay Contact Failure,Low,Signal Failure Alarm,DC,EI,Normal,13-06-2026,04-09-2026,05-09-2026,10-09-2026,6.2,4.8,36,4.4,21-02-2026,15,0,5,Branch,13.64,False,False,29.2,Programmed,Monthly,4.8,No_Overlap,No,24.8,6.2,28.1,0.74
SMMS00085,JXNH-RLDTA,JXNH,RLDTA,115.91,Central Railway,Solapur,Signal Cable/Data Logger,Power Supply Fault,High,Signal Failure Alarm,IPS (Integrated Power Supply),RRI,Normal,05-09-2025,09-09-2026,09-09-2026,11-09-2026,5.9,7.0,30,12.5,09-10-2025,15,1,4,Trunk,18.57,False,False,31.6,This Month,Monthly,7.0,No_Overlap,No,50.8,5.9,64.3,0.77
SMMS00086,SLX-FKQ,SLX,FKQ,66.02,South Central Railway,Guntakal,Relay Interlocking,Relay Contact Failure,High,Signal Failure Alarm,DC,PI,Normal,18-01-2026,07-09-2026,08-09-2026,10-09-2026,6.8,6.7,30,21.9,15-09-2025,30,2,8,Branch,1.01,False,False,37.2,This Week,Weekly,6.7,No_Overlap,No,55.3,6.8,56.7,0.78
SMMS00087,STMW-QID,STMW,QID,12.65,Eastern Railway,Malda,Block Instrument,Block Instrument Failure,Low,Preventive Test,IPS (Integrated Power Supply),PI,Normal,11-07-2025,06-09-2026,07-09-2026,12-09-2026,4.1,3.2,90,7.4,22-06-2026,30,0,17,Branch,17.7,True,False,41.9,This Month,Monthly,3.2,Cross_Division_Overlap,No,47.0,4.1,43.3,0.65
SMMS00088,UC-IOEBV,UC,IOEBV,110.93,Western Railway,Ahmedabad,Relay Interlocking,Interlocking Logic Fault,Low,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,05-08-2026,03-09-2026,04-09-2026,09-09-2026,7.1,5.9,0,12.7,09-10-2025,15,2,13,Trunk,1.74,False,False,24.1,Programmed,Monthly,5.9,No_Overlap,No,28.4,7.1,39.9,0.99
SMMS00089,PTXVC-BA,PTXVC,BA,74.48,Eastern Railway,Howrah,Level Crossing Interlocking,LC Gate Interlocking Fault,Medium,Visual Inspection,DC,PI,Normal,04-08-2025,15-09-2026,16-09-2026,19-09-2026,7.7,6.2,60,15.9,27-09-2025,30,3,21,Trunk,17.27,True,False,47.1,This Week,Weekly,6.2,No_Overlap,No,58.0,7.7,55.4,0.78
SMMS00090,RQ-BI,RQ,BI,43.03,Western Railway,Rajkot,Track Circuit,Low Voltage/Shunt Fault,Low,Visual Inspection,AC (25kV Signalling),EI,Normal,01-09-2025,03-09-2026,04-09-2026,09-09-2026,3.3,3.0,90,3.4,31-12-2025,30,1,6,Branch,6.38,False,True,52.2,This Month,Monthly,3.0,No_Overlap,No,41.6,3.3,44.9,0.6
SMMS00091,JUND-XAZP,JUND,XAZP,64.86,Southern Railway,Chennai,Block Instrument,Block Instrument Failure,Critical,Signal Failure Alarm,AC (25kV Signalling),RRI,Degraded,12-12-2025,10-09-2026,11-09-2026,12-09-2026,12.5,12.0,10,9.0,16-02-2026,180,0,16,Trunk,4.16,False,False,54.2,Immediate,Weekly,12.0,No_Overlap,No,60.3,12.5,49.1,0.82
SMMS00092,XIMBX-OJB,XIMBX,OJB,99.54,South Eastern Railway,Ranchi,Axle Counter,Reset Failure,High,Preventive Test,AC (25kV Signalling),PI,Normal,19-10-2025,15-09-2026,15-09-2026,17-09-2026,6.2,6.9,30,9.4,12-06-2026,30,1,2,Branch,13.83,False,False,30.7,This Month,Monthly,6.9,Cross_Division_Overlap,No,41.6,6.2,36.5,0.73
SMMS00093,ZLM-CWUED,ZLM,CWUED,1.18,Central Railway,Mumbai CST,Relay Interlocking,Interlocking Logic Fault,Medium,Signal Failure Alarm,DC,PI,Down,29-09-2025,05-09-2026,05-09-2026,08-09-2026,3.4,3.6,60,22.7,31-10-2025,90,2,4,Trunk,6.08,False,True,59.2,This Week,Weekly,3.6,Cross_Division_Overlap,Yes,62.4,3.4,43.3,0.68
SMMS00094,AEH-MK,AEH,MK,82.2,Southern Railway,Salem,Point Machine,Locking Fault,Low,Signal Failure Alarm,IPS (Integrated Power Supply),PI,Normal,08-01-2026,08-09-2026,09-09-2026,14-09-2026,4.2,4.0,90,24.3,09-11-2025,30,5,9,Trunk,1.99,False,False,31.0,This Month,Monthly,4.0,No_Overlap,No,54.0,4.2,66.1,0.8
SMMS00095,EQZF-WXISS,EQZF,WXISS,112.48,Southern Railway,Madurai,Level Crossing Interlocking,Approach Detection Fault,Low,Visual Inspection,IPS (Integrated Power Supply),PI,Normal,27-06-2026,09-09-2026,10-09-2026,15-09-2026,6.0,5.7,22,9.3,14-08-2026,15,5,23,Trunk,8.03,False,False,27.7,Programmed,Monthly,5.7,No_Overlap,No,30.5,6.0,40.3,0.74
SMMS00096,RP-QCP,RP,QCP,49.02,South Eastern Railway,Ranchi,Signal Cable/Data Logger,Cable Insulation Fault,Low,Datalogger Analysis,DC,EI,Normal,06-04-2026,04-09-2026,05-09-2026,10-09-2026,4.8,4.7,90,14.7,20-08-2026,90,3,5,Branch,12.59,False,False,16.3,This Month,Monthly,4.7,No_Overlap,No,49.4,4.8,43.9,0.72
SMMS00097,VUH-YGOM,VUH,YGOM,67.92,Southern Railway,Salem,Signal Cable/Data Logger,Power Supply Fault,Low,Signal Failure Alarm,DC,PI,Degraded,04-05-2026,03-09-2026,04-09-2026,09-09-2026,4.0,3.2,76,22.1,27-07-2026,180,2,17,Branch,2.44,False,False,22.8,This Month,Monthly,3.2,No_Overlap,No,52.6,4.0,52.7,0.79
SMMS00098,RU-GKQ,RU,GKQ,50.75,Southern Railway,Tiruchirapalli,Relay Interlocking,Interlocking Logic Fault,Low,Preventive Test,IPS (Integrated Power Supply),RRI,Normal,14-03-2026,14-09-2026,14-09-2026,19-09-2026,3.8,3.9,90,17.1,14-08-2026,30,1,18,Branch,3.04,False,True,63.4,This Month,Monthly,3.9,No_Overlap,Yes,48.1,3.8,47.8,0.63
SMMS00099,YJYK-II,YJYK,II,116.31,Eastern Railway,Howrah,Axle Counter,Wheel Sensor Fault,High,Preventive Test,IPS (Integrated Power Supply),SSI,Degraded,28-07-2025,10-09-2026,11-09-2026,13-09-2026,6.4,5.7,30,20.5,02-08-2025,30,2,12,Branch,19.67,False,False,31.2,This Week,Weekly,5.7,No_Overlap,No,56.1,6.4,60.0,0.79
SMMS00100,AIFPT-YXR,AIFPT,YXR,81.05,Northern Railway,Ferozpur,Relay Interlocking,Relay Contact Failure,Medium,Datalogger Analysis,DC,PI,Normal,13-01-2026,07-09-2026,08-09-2026,11-09-2026,4.2,3.9,60,11.1,23-03-2026,15,1,17,Branch,4.28,False,False,26.0,This Month,Monthly,3.9,No_Overlap,No,54.8,4.2,54.1,0.78
SMMS00101,DL-JBJ,DL,JBJ,102.3,South Eastern Railway,Kharagpur,Block Instrument,Communication Loss,High,Datalogger Analysis,IPS (Integrated Power Supply),EI,Normal,31-07-2025,13-09-2026,13-09-2026,15-09-2026,4.2,5.3,30,23.9,17-02-2026,30,0,24,Branch,13.03,False,False,36.6,This Month,Monthly,5.3,Same_Division_Overlap,No,54.3,4.2,54.4,0.81
SMMS00102,CE-CE,CE,CE,30.32,South Central Railway,Secunderabad,Track Circuit,Low Voltage/Shunt Fault,High,Preventive Test,AC (25kV Signalling),SSI,Normal,28-06-2026,06-09-2026,07-09-2026,09-09-2026,8.3,7.4,30,6.5,25-11-2025,180,2,19,Branch,3.44,False,True,67.1,This Month,Monthly,7.4,Same_Division_Overlap,Yes,43.5,8.3,38.9,0.68
SMMS00103,TQVTL-EYQH,TQVTL,EYQH,65.62,Western Railway,Rajkot,Electronic Interlocking,Software/Data Fault,Medium,Preventive Test,AC (25kV Signalling),PI,Normal,20-06-2026,05-09-2026,05-09-2026,08-09-2026,5.1,5.6,53,22.9,03-06-2026,15,3,11,Branch,5.72,False,False,36.5,This Month,Monthly,5.6,Cross_Division_Overlap,No,51.3,5.1,49.6,0.81
SMMS00104,YXHJK-ERZRG,YXHJK,ERZRG,114.73,Western Railway,Ahmedabad,Block Instrument,Token Fault,High,Datalogger Analysis,DC,EI,Normal,15-07-2026,15-09-2026,16-09-2026,18-09-2026,10.0,7.8,30,16.5,19-08-2025,15,1,2,Branch,16.97,True,False,57.2,This Month,Monthly,7.8,No_Overlap,Yes,52.8,10.0,61.4,0.8
SMMS00105,AIPHZ-VUUF,AIPHZ,VUUF,29.42,Southern Railway,Palakkad,Electronic Interlocking,Software/Data Fault,Low,Visual Inspection,AC (25kV Signalling),RRI,Normal,01-11-2025,08-09-2026,08-09-2026,13-09-2026,4.9,5.3,90,16.7,13-02-2026,15,2,14,Trunk,17.74,False,False,28.9,This Week,Weekly,5.3,Cross_Division_Overlap,No,55.7,4.9,64.5,0.78
SMMS00106,VEMAY-IM,VEMAY,IM,109.1,Western Railway,Vadodara,Point Machine,Point Machine Failure,Low,Signal Failure Alarm,DC,RRI,Normal,16-09-2025,14-09-2026,14-09-2026,19-09-2026,2.1,2.6,90,11.6,03-01-2026,90,1,3,Trunk,12.9,False,False,27.4,This Month,Monthly,2.6,No_Overlap,No,46.2,2.1,59.5,0.73
SMMS00107,ET-KMZLY,ET,KMZLY,119.69,South Eastern Railway,Adra,Electronic Interlocking,Software/Data Fault,Low,Datalogger Analysis,IPS (Integrated Power Supply),PI,Normal,05-07-2026,11-09-2026,12-09-2026,17-09-2026,4.6,4.0,14,16.8,27-12-2025,15,2,13,Trunk,10.87,False,True,52.6,Programmed,Monthly,4.0,Same_Division_Overlap,No,26.7,4.6,24.7,0.99
SMMS00108,UWZG-XPRSP,UWZG,XPRSP,37.41,South Central Railway,Secunderabad,Signal Cable/Data Logger,Data Logger Fault,High,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,14-08-2026,05-09-2026,05-09-2026,07-09-2026,3.3,4.4,12,24.6,06-05-2026,30,3,2,Branch,2.74,False,False,31.5,This Month,Monthly,4.4,Same_Division_Overlap,No,51.9,3.3,45.1,0.9
SMMS00109,FWVZH-FXAGM,FWVZH,FXAGM,87.12,South Central Railway,Guntur,Signal Cable/Data Logger,Cable Insulation Fault,Low,Datalogger Analysis,AC (25kV Signalling),RRI,Normal,06-03-2026,09-09-2026,09-09-2026,14-09-2026,3.4,3.8,90,1.0,18-05-2026,30,2,10,Trunk,12.99,False,False,30.1,This Month,Monthly,3.8,No_Overlap,No,46.1,3.4,46.1,0.96
SMMS00110,ALI-DF,ALI,DF,94.15,Southern Railway,Madurai,Axle Counter,Reset Failure,High,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,04-04-2026,03-09-2026,03-09-2026,05-09-2026,10.6,11.1,30,11.6,01-06-2026,15,1,12,Trunk,19.04,False,False,38.7,This Week,Weekly,11.1,No_Overlap,No,56.9,10.6,52.5,0.77
SMMS00111,TEYS-VG,TEYS,VG,57.33,Northern Railway,Ferozpur,Electronic Interlocking,Object Controller Fault,Low,Datalogger Analysis,IPS (Integrated Power Supply),EI,Normal,16-03-2026,10-09-2026,11-09-2026,16-09-2026,2.4,2.2,90,13.4,29-05-2026,90,3,3,Trunk,13.48,False,False,28.2,This Week,Weekly,2.2,Same_Division_Overlap,No,55.9,2.4,50.2,0.81
SMMS00112,BA-XUS,BA,XUS,2.19,Eastern Railway,Sealdah,Level Crossing Interlocking,Signal Lamp Failure,Critical,Datalogger Analysis,IPS (Integrated Power Supply),EI,Normal,11-12-2025,07-09-2026,08-09-2026,09-09-2026,8.3,7.5,10,15.7,19-04-2026,90,2,17,Trunk,10.98,False,True,66.3,Immediate,Weekly,7.5,No_Overlap,Yes,65.1,8.3,64.1,0.84
SMMS00113,GDEH-MBGG,GDEH,MBGG,106.54,Northern Railway,Delhi,Level Crossing Interlocking,LC Gate Interlocking Fault,Low,Visual Inspection,AC (25kV Signalling),EI,Down,25-11-2025,03-09-2026,04-09-2026,09-09-2026,4.7,4.1,90,3.9,22-07-2026,90,0,11,Trunk,7.1,False,False,25.3,This Month,Monthly,4.1,No_Overlap,No,47.3,4.7,50.4,0.51
SMMS00114,WQDB-QUPJB,WQDB,QUPJB,106.2,South Eastern Railway,Adra,Track Circuit,Low Voltage/Shunt Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,14-05-2026,06-09-2026,07-09-2026,10-09-2026,7.8,6.1,60,16.4,24-04-2026,90,2,19,Trunk,3.43,False,False,38.0,This Month,Monthly,6.1,No_Overlap,No,54.4,7.8,58.5,0.71
SMMS00115,ACEU-WTYG,ACEU,WTYG,103.6,South Eastern Railway,Kharagpur,Block Instrument,Communication Loss,Medium,Signal Failure Alarm,AC (25kV Signalling),SSI,Normal,12-04-2026,03-09-2026,03-09-2026,06-09-2026,4.1,5.4,60,7.5,03-11-2025,180,3,13,Trunk,2.51,False,False,29.8,This Month,Monthly,5.4,No_Overlap,No,50.8,4.1,46.2,0.72
SMMS00116,ORDE-GK,ORDE,GK,83.93,Eastern Railway,Asansol,Level Crossing Interlocking,Approach Detection Fault,Critical,Signal Failure Alarm,DC,EI,Normal,10-05-2026,10-09-2026,10-09-2026,11-09-2026,6.4,8.2,10,9.1,11-01-2026,30,1,15,Branch,12.07,False,False,49.3,Immediate,Weekly,8.2,No_Overlap,No,53.2,6.4,48.1,0.89
SMMS00117,LS-TIR,LS,TIR,77.06,Southern Railway,Madurai,Point Machine,Point Machine Failure,Low,Preventive Test,DC,RRI,Normal,27-12-2025,11-09-2026,12-09-2026,17-09-2026,5.1,4.8,90,14.6,31-08-2025,30,3,24,Branch,17.75,False,False,28.6,This Month,Monthly,4.8,No_Overlap,No,52.2,5.1,49.8,0.84
SMMS00118,RH-MLHTC,RH,MLHTC,25.3,Northern Railway,Delhi,Relay Interlocking,Interlocking Logic Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Degraded,31-05-2026,14-09-2026,14-09-2026,17-09-2026,1.7,2.1,60,17.4,01-03-2026,15,2,9,Trunk,6.69,False,True,62.8,This Week,Weekly,2.1,Same_Division_Overlap,Yes,57.2,1.7,43.3,0.87
SMMS00119,EADP-DBFV,EADP,DBFV,107.17,Eastern Railway,Asansol,Track Circuit,Low Voltage/Shunt Fault,Medium,Visual Inspection,AC (25kV Signalling),SSI,Degraded,06-08-2025,15-09-2026,16-09-2026,19-09-2026,7.9,7.0,60,24.5,27-06-2026,180,5,1,Trunk,7.94,False,False,37.9,This Week,Weekly,7.0,No_Overlap,No,57.8,7.9,59.9,0.68
SMMS00120,IQN-YQWT,IQN,YQWT,21.38,South Central Railway,Guntur,Point Machine,Switch Blade Misalignment,Medium,Preventive Test,AC (25kV Signalling),RRI,Degraded,05-08-2025,12-09-2026,13-09-2026,16-09-2026,3.8,3.7,60,13.4,14-06-2026,180,3,12,Trunk,8.36,False,False,38.2,This Week,Weekly,3.7,No_Overlap,No,57.3,3.8,56.8,0.71
SMMS00121,AAIV-CW,AAIV,CW,17.2,Western Railway,Vadodara,Electronic Interlocking,EI Card Failure,Medium,Signal Failure Alarm,DC,RRI,Degraded,16-08-2026,11-09-2026,12-09-2026,15-09-2026,10.8,9.0,0,23.4,22-08-2026,15,1,7,Trunk,12.92,True,False,55.1,This Month,Monthly,9.0,No_Overlap,Yes,38.0,10.8,39.3,0.86
SMMS00122,HLJJY-BXTZ,HLJJY,BXTZ,87.86,South Central Railway,Vijayawada,Point Machine,Point Machine Failure,Critical,Signal Failure Alarm,AC (25kV Signalling),EI,Down,13-02-2026,13-09-2026,13-09-2026,14-09-2026,7.4,7.5,10,22.7,13-04-2026,30,3,4,Trunk,6.28,False,False,48.2,Immediate,Weekly,7.5,No_Overlap,No,69.0,7.4,69.3,0.85
SMMS00123,AIG-AX,AIG,AX,114.42,Western Railway,Ratlam,Electronic Interlocking,Software/Data Fault,Critical,Preventive Test,AC (25kV Signalling),RRI,Normal,13-05-2026,06-09-2026,07-09-2026,08-09-2026,11.6,9.5,10,22.2,08-08-2025,180,5,22,Branch,13.51,False,True,70.5,Immediate,Weekly,9.5,No_Overlap,Yes,64.7,11.6,70.7,0.81
SMMS00124,DQOFM-FTLN,DQOFM,FTLN,30.95,Eastern Railway,Howrah,Point Machine,Switch Blade Misalignment,Critical,Visual Inspection,AC (25kV Signalling),EI,Degraded,12-06-2026,03-09-2026,04-09-2026,05-09-2026,6.3,5.4,10,14.2,24-06-2026,15,0,4,Trunk,9.27,False,False,47.1,Immediate,Weekly,5.4,Cross_Division_Overlap,No,58.6,6.3,59.2,0.73
SMMS00125,YPN-GH,YPN,GH,87.33,Eastern Railway,Malda,Axle Counter,Axle Counter Malfunction,Low,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,25-06-2026,11-09-2026,11-09-2026,16-09-2026,5.0,5.1,24,7.0,12-03-2026,30,3,10,Trunk,16.44,False,False,22.1,Programmed,Monthly,5.1,No_Overlap,No,33.9,5.0,33.2,0.81
SMMS00126,IDBE-BR,IDBE,BR,63.75,Southern Railway,Palakkad,Block Instrument,Block Instrument Failure,Low,Datalogger Analysis,IPS (Integrated Power Supply),EI,Normal,20-03-2026,04-09-2026,05-09-2026,10-09-2026,6.0,5.1,90,22.5,17-04-2026,15,2,14,Trunk,18.52,False,False,23.0,This Week,Weekly,5.1,Cross_Division_Overlap,No,55.4,6.0,57.9,0.76
SMMS00127,MGQL-WS,MGQL,WS,51.06,Central Railway,Mumbai CST,Point Machine,Point Machine Failure,Low,Datalogger Analysis,AC (25kV Signalling),PI,Normal,14-01-2026,13-09-2026,13-09-2026,18-09-2026,2.8,2.8,90,20.5,19-02-2026,30,5,3,Branch,4.02,False,False,21.7,This Month,Monthly,2.8,No_Overlap,No,51.3,2.8,50.5,0.86
SMMS00128,IX-AR,IX,AR,87.11,Central Railway,Nagpur,Relay Interlocking,Cable Fault,Critical,Signal Failure Alarm,IPS (Integrated Power Supply),RRI,Normal,04-08-2025,06-09-2026,07-09-2026,08-09-2026,5.9,5.3,10,22.2,21-11-2025,90,6,7,Trunk,13.72,False,True,61.4,Immediate,Weekly,5.3,No_Overlap,Yes,72.3,5.9,73.0,0.89
SMMS00129,PWL-UWWZU,PWL,UWWZU,9.48,Northern Railway,Ferozpur,Relay Interlocking,Relay Contact Failure,Medium,Datalogger Analysis,DC,RRI,Degraded,23-07-2025,05-09-2026,06-09-2026,09-09-2026,5.8,4.6,60,24.7,02-07-2026,15,0,11,Branch,16.9,False,False,29.6,This Month,Monthly,4.6,No_Overlap,No,53.7,5.8,47.8,0.72
SMMS00130,QMSVP-XWRKP,QMSVP,XWRKP,30.61,Western Railway,Ratlam,Block Instrument,Block Instrument Failure,Low,Signal Failure Alarm,DC,PI,Degraded,20-07-2025,13-09-2026,13-09-2026,18-09-2026,1.4,1.9,90,5.2,02-12-2025,30,1,3,Trunk,9.84,False,False,34.4,This Month,Monthly,1.9,No_Overlap,No,48.6,1.4,50.4,0.69
SMMS00131,VRN-COA,VRN,COA,82.04,South Central Railway,Guntur,Electronic Interlocking,Software/Data Fault,High,Datalogger Analysis,AC (25kV Signalling),SSI,Normal,24-06-2026,09-09-2026,10-09-2026,12-09-2026,6.4,5.8,30,2.7,26-05-2026,15,0,1,Trunk,6.43,False,False,36.5,This Month,Monthly,5.8,Same_Division_Overlap,No,46.5,6.4,39.6,0.79
SMMS00132,ZQQ-JHB,ZQQ,JHB,6.05,South Central Railway,Guntur,Track Circuit,Track Circuit Failure,Medium,Signal Failure Alarm,DC,PI,Degraded,04-07-2026,07-09-2026,08-09-2026,11-09-2026,5.7,4.4,39,6.4,04-03-2026,15,2,8,Branch,13.25,False,True,52.6,This Month,Monthly,4.4,No_Overlap,No,42.9,5.7,44.5,0.95
